Product Name,Category Name,Forecast Date,Actual Demand,Moving Average Prediction,Weighted Moving Average Prediction,Linear Regression Prediction,Best Model,Final Predicted Demand,MAE,RMSE,MAPE,R2 Score,Demand Trend,Forecast Risk Level
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-19,16,15.0,13.607142857142858,13.97593462126884,Linear Regression,13.97593462126884,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-20,9,14.714285714285714,13.857142857142858,13.98472777182211,Linear Regression,13.98472777182211,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-21,11,13.285714285714286,12.428571428571429,13.965320624654272,Linear Regression,13.965320624654272,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-22,17,12.428571428571429,11.857142857142858,13.954021617140027,Linear Regression,13.954021617140027,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-23,18,12.571428571428571,13.0,13.966858388327179,Linear Regression,13.966858388327179,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-24,15,13.571428571428571,14.357142857142858,13.983661828860075,Linear Regression,13.983661828860075,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-25,17,13.857142857142858,14.714285714285714,13.988381979606153,Linear Regression,13.988381979606153,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-26,18,14.714285714285714,15.5,14.001093277646383,Linear Regression,14.001093277646383,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-27,8,15.0,16.321428571428573,14.017759759759759,Linear Regression,14.017759759759759,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-28,13,14.857142857142858,14.571428571428571,13.994407592407592,Linear Regression,13.994407592407592,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-29,16,15.142857142857142,14.107142857142858,13.991096727623674,Linear Regression,13.991096727623674,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-09-30,7,15.0,14.321428571428571,13.99976119545555,Linear Regression,13.99976119545555,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-10-01,11,13.428571428571429,12.321428571428571,13.972538559619947,Linear Regression,13.972538559619947,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,2017-10-02,4,12.857142857142858,11.714285714285714,13.961330796218112,Linear Regression,13.961330796218112,3.1803828416193145,3.8817480951097463,25.12039382640532,-0.006306879845055402,Stable Demand,LOW
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-05,2,2.7142857142857144,2.6785714285714284,3.6971145564168824,Linear Regression,3.6971145564168824,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-06,4,2.5714285714285716,2.5,3.6665386584741424,Linear Regression,3.6665386584741424,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-15,5,3.0,2.857142857142857,3.673149283388999,Linear Regression,3.673149283388999,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-18,3,3.0,3.357142857142857,3.6979179757865186,Linear Regression,3.6979179757865186,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-21,9,3.142857142857143,3.357142857142857,3.685927770859278,Linear Regression,3.685927770859278,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-23,2,4.0,4.821428571428571,3.782723159193748,Linear Regression,3.782723159193748,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-24,5,3.857142857142857,4.321428571428571,3.7518649871591045,Linear Regression,3.7518649871591045,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-25,1,4.285714285714286,4.607142857142857,3.775299963640771,Linear Regression,3.775299963640771,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-27,4,4.142857142857143,3.7857142857142856,3.726937860345932,Linear Regression,3.726937860345932,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-28,2,4.142857142857143,3.75,3.73265873015873,Linear Regression,3.73265873015873,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-11-30,1,3.7142857142857144,3.2142857142857144,3.702890855457227,Linear Regression,3.702890855457227,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-12-10,5,3.4285714285714284,2.5357142857142856,3.655958832014347,Linear Regression,3.655958832014347,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-12-12,3,2.857142857142857,2.9285714285714284,3.679921168560167,Linear Regression,3.679921168560167,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-12-14,4,3.0,2.9642857142857144,3.668581935187313,Linear Regression,3.668581935187313,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-12-17,2,2.857142857142857,3.2142857142857144,3.674805392063793,Linear Regression,3.674805392063793,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-12-23,7,3.0,3.0,3.646301524562394,Linear Regression,3.646301524562394,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-12-25,2,3.4285714285714284,4.0,3.7044334975369457,Linear Regression,3.7044334975369457,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-12-28,4,3.4285714285714284,3.642857142857143,3.6758546692319074,Linear Regression,3.6758546692319074,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2016-12-29,5,3.857142857142857,3.7857142857142856,3.681889879314772,Linear Regression,3.681889879314772,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-05,3,3.857142857142857,4.071428571428571,3.7048554282596835,Linear Regression,3.7048554282596835,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-08,5,3.857142857142857,3.857142857142857,3.6935809592499096,Linear Regression,3.6935809592499096,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-11,5,4.0,4.142857142857143,3.7162268468855038,Linear Regression,3.7162268468855038,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-15,2,4.428571428571429,4.392857142857143,3.738538453356026,Linear Regression,3.738538453356026,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-23,1,3.7142857142857144,3.7857142857142856,3.7103125769136103,Linear Regression,3.7103125769136103,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-24,4,3.5714285714285716,3.107142857142857,3.665829846582985,Linear Regression,3.665829846582985,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-25,4,3.5714285714285716,3.2142857142857144,3.671784232365145,Linear Regression,3.671784232365145,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-27,3,3.4285714285714284,3.3214285714285716,3.6776516580364187,Linear Regression,3.6776516580364187,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-01-29,4,3.4285714285714284,3.2142857142857144,3.666972757881849,Linear Regression,3.666972757881849,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-02-02,5,3.2857142857142856,3.357142857142857,3.6728395061728394,Linear Regression,3.6728395061728394,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-02-03,2,3.2857142857142856,3.7857142857142856,3.694948143191703,Linear Regression,3.694948143191703,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-02-11,3,3.2857142857142856,3.4642857142857144,3.667960842873735,Linear Regression,3.667960842873735,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-02-12,2,3.5714285714285716,3.392857142857143,3.6575491260985484,Linear Regression,3.6575491260985484,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-02-15,2,3.2857142857142856,3.0,3.6311544991511036,Linear Regression,3.6311544991511036,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-02-17,5,3.0,2.6785714285714284,3.6051301982122035,Linear Regression,3.6051301982122035,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-02-19,5,3.2857142857142856,3.1785714285714284,3.627469879518072,Linear Regression,3.627469879518072,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-01,5,3.4285714285714284,3.607142857142857,3.6494980079681274,Linear Regression,3.6494980079681274,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-04,3,3.4285714285714284,4.0,3.6712198823752606,Linear Regression,3.6712198823752606,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-05,6,3.5714285714285716,3.892857142857143,3.6610201392810087,Linear Regression,3.6610201392810087,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-07,4,4.0,4.5,3.6982042264479786,Linear Regression,3.6982042264479786,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-16,5,4.285714285714286,4.5,3.7035047089702022,Linear Regression,3.7035047089702022,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-21,6,4.714285714285714,4.678571428571429,3.7243566176470586,Linear Regression,3.7243566176470586,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-27,1,4.857142857142857,5.0,3.760487597276265,Linear Regression,3.760487597276265,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-28,2,4.285714285714286,4.035714285714286,3.7186076674810726,Linear Regression,3.7186076674810726,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-03-30,5,3.857142857142857,3.4642857142857144,3.692735925294065,Linear Regression,3.692735925294065,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-01,1,4.142857142857143,3.75,3.7133650133650136,Linear Regression,3.7133650133650136,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-02,5,3.4285714285714284,2.9642857142857144,3.672413793103448,Linear Regression,3.672413793103448,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-03,14,3.5714285714285716,3.357142857142857,3.6930771255593577,Linear Regression,3.6930771255593577,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-04,3,4.857142857142857,5.964285714285714,3.8503468493309727,Linear Regression,3.8503468493309727,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-07,3,4.428571428571429,5.5,3.8388639244152554,Linear Regression,3.8388639244152554,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-11,9,4.714285714285714,5.142857142857143,3.8275300171526587,Linear Regression,3.8275300171526587,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-12,9,5.714285714285714,6.214285714285714,3.906568307561356,Linear Regression,3.906568307561356,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-14,5,6.285714285714286,7.035714285714286,3.984568161977979,Linear Regression,3.984568161977979,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-16,2,6.857142857142857,6.714285714285714,4.001844709039075,Linear Regression,4.001844709039075,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
ENO Atlas Hammock Straps,Hunting & Shooting,2017-04-18,3,6.428571428571429,5.5,3.9742828607889917,Linear Regression,3.9742828607889917,1.7424710717110665,2.3930952330902775,35.04454500263575,-0.017279141153052846,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-07-29,3,3.857142857142857,4.035714285714286,4.309725158562368,Linear Regression,4.309725158562368,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-08-02,2,3.7142857142857144,3.8214285714285716,4.206060606060606,Linear Regression,4.206060606060606,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-08-03,5,3.2857142857142856,3.392857142857143,4.023188405797102,Linear Regression,4.023188405797102,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-08-13,14,3.7142857142857144,3.8214285714285716,4.109158186864015,Linear Regression,4.109158186864015,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-08-15,7,5.142857142857143,6.392857142857143,4.9388297872340425,Linear Regression,4.9388297872340425,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-08-22,3,5.857142857142857,6.857142857142857,5.137755102040817,Linear Regression,5.137755102040817,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-08-24,5,5.857142857142857,6.142857142857143,5.002448979591836,Linear Regression,5.002448979591836,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-08-29,3,5.571428571428571,5.928571428571429,5.0329411764705885,Linear Regression,5.0329411764705885,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-08-30,3,5.571428571428571,5.285714285714286,4.907239819004525,Linear Regression,4.907239819004525,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-09-05,4,5.714285714285714,4.642857142857143,4.78955007256894,Linear Regression,4.78955007256894,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-09-06,4,5.571428571428571,4.214285714285714,4.753319357092942,Linear Regression,4.753319357092942,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Elevation Training Mask 2.0,Soccer,2017-09-08,1,4.142857142857143,3.8214285714285716,4.719191919191919,Linear Regression,4.719191919191919,2.315587984224115,3.3785734542389996,29.919842580880637,-0.09581682422609084,Stable Demand,MEDIUM
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-15,14,17.571428571428573,16.25,17.21034925001394,Linear Regression,17.21034925001394,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-16,24,16.571428571428573,15.357142857142858,17.194530453323445,Linear Regression,17.194530453323445,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-17,15,16.571428571428573,17.214285714285715,17.22840805758057,Linear Regression,17.22840805758057,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-18,15,16.285714285714285,16.821428571428573,17.21752900335464,Linear Regression,17.21752900335464,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-19,17,16.714285714285715,16.5,17.206696970812324,Linear Regression,17.206696970812324,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-20,19,16.428571428571427,16.571428571428573,17.20580046261734,Linear Regression,17.20580046261734,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-21,8,16.571428571428573,17.214285714285715,17.214784293976713,Linear Regression,17.214784293976713,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-22,12,16.0,15.071428571428571,17.169475270585014,Linear Regression,17.169475270585014,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-23,15,15.714285714285714,14.071428571428571,17.144065892014357,Linear Regression,17.144065892014357,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-24,15,14.428571428571429,13.892857142857142,17.133526015063108,Linear Regression,17.133526015063108,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-25,18,14.428571428571429,14.035714285714286,17.123031451444735,Linear Regression,17.123031451444735,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-26,18,14.857142857142858,14.928571428571429,17.127305889269078,Linear Regression,17.127305889269078,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-27,10,15.0,15.714285714285714,17.13156201130759,Linear Regression,17.13156201130759,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-28,20,13.714285714285714,14.464285714285714,17.096632226942184,Linear Regression,17.096632226942184,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-29,21,15.428571428571429,16.035714285714285,17.11075166166397,Linear Regression,17.11075166166397,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-30,22,16.714285714285715,17.428571428571427,17.12969480940141,Linear Regression,17.12969480940141,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-03-31,17,17.714285714285715,18.75,17.153435182703475,Linear Regression,17.153435182703475,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-01,20,18.0,18.571428571428573,17.15271382311874,Linear Regression,17.15271382311874,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-02,14,18.285714285714285,19.071428571428573,17.166594059229887,Linear Regression,17.166594059229887,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-03,18,17.714285714285715,18.0,17.15125364741776,Linear Regression,17.15125364741776,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-04,21,18.857142857142858,18.071428571428573,17.155395840460546,Linear Regression,17.155395840460546,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-05,16,19.0,18.607142857142858,17.174065901735805,Linear Regression,17.174065901735805,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-06,13,18.285714285714285,17.857142857142858,17.1684437596302,Linear Regression,17.1684437596302,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-07,22,17.0,16.535714285714285,17.1483350949053,Linear Regression,17.1483350949053,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-08,20,17.714285714285715,17.785714285714285,17.171789659382316,Linear Regression,17.171789659382316,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-09,16,17.714285714285715,18.357142857142858,17.185495008828518,Linear Regression,17.185495008828518,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-10,19,18.0,17.928571428571427,17.179865420669408,Linear Regression,17.179865420669408,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-11,18,18.142857142857142,18.178571428571427,17.188699926058025,Linear Regression,17.188699926058025,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-12,24,17.714285714285715,18.142857142857142,17.19268953068592,Linear Regression,17.19268953068592,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-13,14,18.857142857142858,19.714285714285715,17.225473843383504,Linear Regression,17.225473843383504,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-14,18,19.0,18.5,17.210158883697364,Linear Regression,17.210158883697364,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-15,12,18.428571428571427,18.25,17.21406970232197,Linear Regression,17.21406970232197,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
Field & Stream Sportsman 16 Gun Fire Safe,Fishing,2017-04-16,10,17.285714285714285,16.642857142857142,17.189255937884997,Linear Regression,17.189255937884997,3.4574940611982683,4.2610592664712685,21.158875191843713,-0.004716627348563929,Stable Demand,LOW
